mum_temp,mum_time
25.770137524557956,Jan
26.79255663430421,Feb
28.06361848574238,Mar
28.734923857868022,Apr
29.380731225296444,May
28.384060913705582,Jun
27.82700296735905,Jul
27.71561561561562,Aug
27.837745604963803,Sep
28.55070140280561,Oct
27.764943123061013,Nov
26.291474423269808,Dec
