bhu_temp,bhu_time
21.58411764705882,Jan
24.84113856068743,Feb
28.300885826771655,Mar
30.206585612968592,Apr
31.08102766798419,May
30.00236869207003,Jun
28.453536345776033,Jul
28.232677165354332,Aug
28.167950052029138,Sep
27.097464503042595,Oct
24.378864353312302,Nov
21.37742914979757,Dec
