ban_temp,ban_time
22.582364532019703,Jan
24.14508108108108,Feb
25.701585728444005,Mar
25.97670396744659,Apr
25.215537848605578,May
23.887538304392237,Jun
23.418316831683168,Jul
23.430272452068618,Aug
23.691088082901555,Sep
23.335829959514168,Oct
22.674297606659728,Nov
22.016096579476862,Dec
