che_temp,che_time
26.38298918387414,Jan
27.417710583153347,Feb
28.6207881773399,Mar
29.758781725888326,Apr
30.616138613861384,May
30.09908443540183,Jun
29.472673267326734,Jul
29.115963855421686,Aug
28.905383022774327,Sep
27.87678391959799,Oct
27.125542916235784,Nov
26.429789368104313,Dec
