rour_temp,rour_time
18.1,Jan
20.978571428571428,Feb
27.961290322580645,Mar
33.156666666666666,Apr
31.817241379310346,May
30.453333333333333,Jun
28.536842105263155,Jul
28.338709677419356,Aug
27.988235294117647,Sep
26.938709677419357,Oct
23.37,Nov
19.593548387096774,Dec
